160,480
160,416
160,352
160,288
160,224
160,160
224,160
288,160
288,224
288,288
288,352
288,416
288,480
352,480
416,480
416,416
416,352
416,288
416,22
416,160
480,160
544,160
544,224
544,288
544,352
544,416
544,480
608,480
672,480
672,544
672,608
608,608
544,608
480,608
416,608
352,608
288,608
224,608
160,608
96,608
96,544
160,480
